,Range,Names,Country,Performances,Null,Nb,City,Date,Year,Sex
1336,21 ,Celestino Sarraua,ARG ,14.24,,1,Buenos Aires,Nov 07,1943,M
1337,22 ,Lajos Somló,HUN ,14.17,,2,Budapest,Jul 04,1943,M
1338,22 ,Arne Andersson,SWE ,14.17,,2,Svenljunga,Aug 22,1943,M
1339,24 ,Sven Cederblad,SWE ,14.15,,1,Lund,Sep 24,1943,M
1340,24 ,Ferdinand Calistrat,ROU ,14.15,,,,,1943,M
1341,1 ,Boris Zambrimborts,URS ,15.23,,1,Moscow,Aug 17,1944,M
1342,2 ,Eric Hellstrand,SWE ,15.05,,1,Alingsås,Sep 3,1944,M
1343,3 ,Bertil Johnsson,SWE ,14.90,,2,Alingsås,Sep 3,1944,M
1344,4 ,Åke Hallgren,SWE ,14.82,,1,Örebro,Sep 15,1944,M
1345,5 ,Lennart Moberg,SWE ,14.71,,2,Stockholm,Aug 20,1944,M
1346,6 ,Preben Larsen,DEN ,14.60,,1,Odense,Aug 11,1944,M
1347,6 ,John Joe Lavin,IRL ,14.60,,1,Riverstown,Aug 13,1944,M
1348,8 ,Toivo Pöyry,FIN ,14.48,,Q,Helsinki,Sep 24,1944,M
1349,9 ,Don Barksdale,USA ,14.40,,1,New York,Jun 18,1944,M
1350,10 ,Ragnar Åberg,SWE ,14.38,,1,Umeå,Jul 30,1944,M
1351,10 ,Güner Firik,TUR ,14.38,,1,Istanbul,Aug 12,1944,M
1352,12 ,Rolf Larsson,SWE ,14.35,,3,Alingsås,Sep 03,1944,M
1353,13 ,Ömer Özkap,TUR ,14.32,,1,Istanbul,May 13,1944,M
1354,13 ,Bertil Olofsson,SWE ,14.32,,1,Umeå,Jul 06,1944,M
1355,13 ,Raivo Armi,EST ,14.32,,,,,1944,M
1356,16 ,Francisco Castro,PUR ,14.29,,,Rio Piedras,Aug 27,1944,M
1357,17 ,Allan Gustafsson,SWE ,14.28,,3,Göteborg,Jul 07,1944,M
1358,17 ,Aleksey Borisov,URS ,14.28,,2,Moscow,Aug 17,1944,M
1359,19 ,Hélio Coutinho da Silva,BRA ,14.26,,1,Rio de Janeiro,Jun 11,1944,M
1360,20 ,Paul Högberg,SWE ,14.25,,2,Umeå,Jul 06,1944,M
1361,21 ,Valdemar Rautio,FIN ,14.23,,1,Helsinki,Sep 24,1944,M
1362,22 ,Sune Axelsson,SWE ,14.22,,3,Ulricehamn,Jun 18,1944,M
1363,22 ,Antonin Pradier,FRA ,14.22,,1,Paris,Jul 29,1944,M
1364,24 ,Tore Rundström,SWE ,14.20,,1,Enköping,Jun 18,1944,M
1365,25 ,Gilbert Prouteau,FRA ,14.17,,1,La Roche-sur-Yon,Jul 23,1944,M
1366,25 ,Allan Svensson,SWE ,14.17,,1,Lund,Sep 22,1944,M
1367,1 ,Bertil Johnsson,SWE ,15.27,,1,Göteborg,Oct 7,1945,M
1368,2 ,Lennart Moberg,SWE ,15.11,,1,Helsinki,Jun 21,1945,M
1369,3 ,Boris Zambrimborts,URS ,15.05,,1,Kiev,Sep,1945,M
1370,4 ,Hannes Sonck,FIN ,15.04,,2,Helsinki,Jun 21,1945,M
1371,5 ,Åke Hallgren,SWE ,14.95,,1,Stockholm,Aug 12,1945,M
1372,6 ,Preben Larsen,DEN ,14.90,,1,Stockholm,Jul 12,1945,M
1373,7 ,Arne Åhman,SWE ,14.79,,1,Örebro,Jul 14,1945,M
1374,8 ,Güner Firik,TUR ,14.78,,1,Istanbul,Sep 23,1945,M
1375,9 ,Esko Jalava,FIN ,14.77,,1,Turku,Aug 12,1945,M
1376,9 ,Ruhi Sarialp,TUR ,14.77,,2,Istanbul,Sep 23,1945,M
1377,9 ,George Avery,AUS ,14.77,,1,Sydney,Nov 13,1945,M
1378,12 ,Elmer Axelsson,SWE ,14.72,,2,Göteborg,Oct 07,1945,M
1379,13 ,J. Wilson,NZL ,14.63,,,,Jan 30,1945,M
1380,14 ,Geraldo de Oliveira,BRA ,14.60,,1,Rio de Janeiro,Oct 21,1945,M
1381,15 ,Eric Hellstrand,SWE ,14.57,,1,Alingsås,Jul 15,1945,M
1382,16 ,Valdemar Rautio,FIN ,14.54,,1,Vaasa,Jun 17,1945,M
1383,17 ,Iras Åkerblom,FIN ,14.51,,3,Turku,Aug 12,1945,M
1384,18 ,Luis Alcide Nunes García,POR ,14.50,,1,Lisboa,Sep 16,1945,M
1385,19 ,Sune Axelsson,SWE ,14.49,,Q,Stockholm,Aug 11,1945,M
1386,20 ,Frank Day,AUS ,14.43,,1,Perth,Mar 03,1945,M
1387,21 ,Reijo Lainto,FIN ,14.42,,1,Uusikaupunki,Aug 05,1945,M
1388,22 ,Allan Svensson,SWE ,14.40,,6,Stockholm,Aug 12,1945,M
1389,23 ,Nestor Tenorio,ARG ,14.37,,1,Buenos Aires,Dec 02,1945,M
1390,24 ,Sergey Kuznetsov,URS ,14.35,,,,,1945,M
1391,25 ,Oscar Tisen,SWE ,14.33,,1,Hallsberg,Jul 18,1945,M
1392,1 ,Valdemar Rautio,FIN ,15.17,,1,Oslo,Aug 22,1946,M
1393,2 ,Bertil Johnsson,SWE ,15.15,,2,Oslo,Aug 22,1946,M
1394,3 ,Arne Åhman,SWE ,15.10,,1,Stockholm,Aug 11,1946,M
1395,4 ,Geraldo de Oliveira,BRA ,15.00,,1,Santiago,Apr 30,1946,M
1396,5 ,Lennart Moberg,SWE ,14.94,,2,Stockholm,Aug 11,1946,M
1397,6 ,Hélio Coutinho da Silva,BRA ,14.84,,2,Santiago,Apr 30,1946,M
1398,7 ,Hannes Sonck,FIN ,14.81,,2,Helsinki,Aug 12,1946,M
1399,8 ,Eric Hellstrand,SWE ,14.72,,1,Upsala,Sep 29,1946,M
1400,9 ,Åke Hallgren,SWE ,14.71,,2,Linköping,Jun 26,1946,M
1401,10 ,Eugen Haugland,NOR ,14.70,,4,Oslo,Aug 22,1946,M
1402,11 ,Ruhi Sarialp,TUR ,14.67,,1,Istanbul,Jun 29,1946,M
1403,12 ,Preben Larsen,DEN ,14.65,,6,Oslo,Aug 22,1946,M
1404,13 ,Ralph Tate,USA ,14.61,,1,San Antonio,Jun 29,1946,M
1405,14 ,Nestor Tenorio,ARG ,14.60,,3,Santiago de Chile,Apr 30,1946,M
1406,15 ,Ken Doubleday,AUS ,14.58,,1,Melbourne,Dec 21,1946,M
1407,16 ,Reijo Lainto,FIN ,14.55,,1,Tampere,Sep 29,1946,M
1408,17 ,George Avery,AUS ,14.53,,1,Sydney,Feb 23,1946,M
1409,18 ,Yasuji Furuta,JPN ,14.51,,1,Kyoto,Nov 03,1946,M
1410,19 ,Lars Brinkenberg,SWE ,14.47,,1,Karlstad,Aug 04,1946,M
1411,20 ,Miroslav Rihosek,TCH ,14.45,,1,Prague,Aug 11,1946,M
1412,21 ,Henning Åkermark,FIN ,14.44,,1,Mäntsälä,Jun 30,1946,M
1413,22 ,Celestino Sarraua,ARG ,14.43,,1,Buenos Aires,Nov 02,1946,M
1414,23 ,Pat  Turner,USA ,14.42,,2,San Antonio,Jun 29,1946,M
1415,24 ,Elmer Axelsson,SWE ,14.40,,1,Hägernäs,Aug 16,1946,M
1416,25 ,Hide Kawamata,JPN ,14.39,,1,Omiya,Sep 24,1946,M
1417,25 ,Kevin Miller,AUS ,14.39,,1,Sydney,Dec 21,1946,M
1418,1 ,Arne Åhman,SWE ,15.26,,1,Stockholm,Aug 17,1947,M
1419,2 ,Lennart Moberg,SWE ,15.17,,1,Linköping,Sep 28,1947,M
1420,3 ,Geraldo de Oliveira,BRA ,15.16,,1,Rio de Janeiro,Apr 29,1947,M
1421,4 ,Valdemar Rautio,FIN ,15.14,,2,Stockholm,Sep 7,1947,M
1422,5 ,Bertil Johnsson,SWE ,15.07,,1,Göteborg,Sep 14,1947,M
1423,6 ,Carlos Vera,CHI ,15.03,,2,Rio de Janeiro,Apr 29,1947,M
1424,7 ,Åke Hallgren,SWE ,15.02,,3,Stockholm,Sep 7,1947,M
1425,8 ,George Avery,AUS ,14.93,,1,Sydney,Apr,1947,M
1426,9 ,Lloyd Miller,AUS ,14.87,,1,Sydney,Dec 27,1947,M
1427,10 ,Keizo Hasegawa,JPN ,14.77,,1,Kanazawa,Nov 1,1947,M
1428,11 ,Preben Larsen,DEN ,14.75,,1,København,Aug 16,1947,M
1429,12 ,Hisao Takahashi,JPN ,14.73,,1,Sakai,Aug 31,1947,M
1430,13 ,João Vieira,POR ,14.70,,1,Lisboa,Sep 07,1947,M
1431,13 ,Guillermo Dyer,PER ,14.70,,1,Lima,Dec,1947,M
1432,15 ,Henning Åkermark,FIN ,14.68,,1,Lund,Aug 01,1947,M
1433,16 ,Wakaki Maeda,JPN ,14.65,,,Tokyo,Jul 27,1947,M
1434,17 ,Adhemar Ferreira da Silva,BRA ,14.64,,1,São Paulo,Nov 02,1947,M
1435,18 ,Ömer Özkap,TUR ,14.62,,1,Ankara,Jun 22,1947,M
1436,18 ,Felix Würth,AUT ,14.62,,1,Paris,Aug 29,1947,M
1437,20 ,Ken Doubleday,AUS ,14.58,,1,Perth,Jan 27,1947,M
1438,20 ,Hannes Sonck,FIN ,14.58,,2,København,Jul 28,1947,M
1439,20 ,Ronald Patterson,AUS ,14.58,,3,Sydney,Dec 27,1947,M
1440,23 ,Bengt Lönnberg,SWE ,14.56,,1,Stockholm,Aug 03,1947,M
1441,24 ,Eugen Haugland,NOR ,14.55,,1,Oslo,Jul 07,1947,M
1442,24 ,Elmer Axelsson,SWE ,14.55,,3,Stockholm,Aug 05,1947,M
1443,24 ,Toshio Sawataki,JPN ,14.55,,2,Kanazawa,Nov 01,1947,M
1444,1 ,Keizo Hasegawa,JPN ,15.62,,1,Yamagata,Aug 15,1948,M
1445,2 ,Geraldo de Oliveira,BRA ,15.41,,1,Sao Paulo,Jun 19,1948,M
1446,3 ,Arne Åhman,SWE ,15.40,,1,London,Aug 3,1948,M
1447,4 ,George Avery,AUS ,15.36,,2,London,Aug 3,1948,M
1448,5 ,Henry Rebello,IND ,15.29,,1,Lucknow,Feb 21,1948,M
1449,6 ,Lennart Moberg,SWE ,15.27,,1,Södertälje,Jun 19,1948,M
1450,7 ,Ruhi Sarialp,TUR ,15.07,,1,Ankara,May 22,1948,M
1451,8 ,Les McKeand,AUS ,15.06,,1,Sydney,Feb 28,1948,M
1452,9 ,Preben Larsen,DEN ,15.03,,1,Göteborg,Jun 20,1948,M
1453,10 ,Adhemar Ferreira da Silva,BRA ,15.00,,2,Sao Paulo,Jun 19,1948,M
1454,11 ,Leonid Shcherbakov,URS ,14.93,,,,,1948,M
1455,12 ,Erkki Koutonen,USA ,14.92,,1=,Evanston,Jul 10,1948,M
1456,12 ,Bill Albans,USA ,14.92,,1=,Evanston,Jul 10,1948,M
1457,14 ,Yasuji Yamada,JPN ,14.89,,1,Tokyo,Jul 04,1948,M
1458,14 ,Valdemar Rautio,FIN ,14.89,,1,Turku,Jul 13,1948,M
1459,16 ,Åke Hallgren,SWE ,14.86,,3,Stockholm,Jul 09,1948,M
1460,17 ,Hide Kawamata,JPN ,14.82,,2,Yamagata,Aug 15,1948,M
1461,18 ,Kevin Miller,AUS ,14.78,,3,Sydney,Feb 28,1948,M
1462,19 ,Reino Hiltunen,FIN ,14.73,,1,Vaasa,Jun 20,1948,M
1463,20 ,Boris Zambrimborts,URS ,14.72,,,,,1948,M
1464,21 ,Stefan Sörensson,ISL ,14.71,,1,Reykjavik,Jul 10,1948,M
1465,22 ,Robert Beckus,USA ,14.67,,3,Evanston,Jul 10,1948,M
1466,22 ,Won Kwon-kim,KOR ,14.67,,Q,London,Aug 03,1948,M
1467,24 ,Ake Hemmingsson,SWE ,14.66,,2,Sala,Jun 13,1948,M
1468,24 ,Maximo Reyes,PER ,14.66,,,,,1948,M
1469,1 ,Adhemar Ferreira da Silva,BRA ,15.51,,1,Sao Paulo,Dec 4,1949,M
1470,2 ,Leonid Shcherbakov,URS ,15.43,,1,Tbilisi,Oct 16,1949,M
1471,3 ,Arne Åhman,SWE ,15.33,,1,Oslo,Jul 27,1949,M
1472,4 ,Brian Oliver,AUS ,15.29,,1,Perth,Nov 26,1949,M
1473,5 ,Hélio Coutinho da Silva,BRA ,15.26,,1,Lima,Apr 20,1949,M
1474,6 ,Wakaki Maeda,JPN ,15.22,,1,Tokyo,Apr 17,1949,M
1475,7 ,Geraldo de Oliveira,BRA ,15.20,,2,Sao Paulo,Mar 15,1949,M
1476,8 ,Lennart Moberg,SWE ,15.15,,1,Sollefteå,Aug 14,1949,M
1477,9 ,Valdemar Rautio,FIN ,15.09,,1,Pori,Jul 17,1949,M
1478,10 ,Yoshio Iimuro,JPN ,15.07,,1,Musashino,Sep 25,1949,M
1479,11 ,Itsuji Yamada,JPN ,15.06,,2,Musashino,Sep 25,1949,M
1480,12 ,Kichigoro Fujihashi,JPN ,15.05,,1,Utsunomiya,Jul 09,1949,M
1481,13 ,Les McKeand,AUS ,15.01,,1,Sydney,Nov 19,1949,M
1482,14 ,Gaylord Bryan,USA ,14.96,,1,Fresno,Jun 25,1949,M
1483,15 ,Bill Albans,USA ,14.92,,4,Oslo,Jul 27,1949,M
1484,15 ,Preben Larsen,DEN ,14.92,,3,Stockholm,Sep 11,1949,M
1485,17 ,Mankichiro Kawano,JPN ,14.91,,1,Omuta,Jul 24,1949,M
1486,18 ,Tadashi Yamamoto,JPN ,14.87,,3,Utsunomiya,Jul 09,1949,M
1487,19 ,Erkki Koutonen,USA ,14.84,,5,Oslo,Jul 27,1949,M
1488,20 ,Takashi Aso,JPN ,14.83,,2,Omuta,Jul 24,1949,M
1489,21 ,Noriaki Sagawa,JPN ,14.82,,1,Akashi,Jul 17,1949,M
1490,22 ,Keizo Hasegawa,JPN ,14.77,,1,Utsunomiya,Jul 10,1949,M
1491,23 ,Carlos Vera,CHI ,14.75,,1,Santiago de Chile,Mar,1949,M
1492,24 ,Hide Kawamata,JPN ,14.70,,1,Ashikaga,May 29,1949,M
1493,25 ,Frank Day,AUS ,14.68,,1,Sydney,Jan 22,1949,M
1494,1 ,Adhemar Ferreira da Silva,BRA ,16.00,,1,Sao Paulo,Dec 3,1950,M
1495,2 ,Leonid Shcherbakov,URS ,15.70,,1,Moscow,Jul 20,1950,M
1496,3 ,Boris Zambrimborts,URS ,15.66,,1,Kiev,Aug 24,1950,M
1497,4 ,Brian Oliver,AUS ,15.60,,1,Auckland,Feb 9,1950,M
1498,5 ,Les McKeand,AUS ,15.35,,1,Adelaide,Jan 2,1950,M
1499,6 ,Yoshio Iimuro,JPN ,15.22,,1,Matsumoto,Jul 30,1950,M
1500,7 ,Geraldo de Oliveira,BRA ,15.18,,2,Sao Paulo,Nov 12,1950,M
1501,8 ,Mankichiro Kawano,JPN ,15.15,,1,Oita,Jun 4,1950,M
1502,9 ,Lennart Moberg,SWE ,15.11,,1,Stockholm,Sep 17,1950,M
1503,10 ,Keizo Hasegawa,JPN ,15.00,,2,Matsumoto,Jul 30,1950,M
1504,11 ,Vladimir Gerasimchuk,URS ,14.99,,3,Kiev,Sep 21,1950,M
1505,12 ,Valdemar Rautio,FIN ,14.96,,2,Brussels,Aug 23,1950,M
1506,13 ,Arnis Bute,URS ,14.92,,1,Riga,Jul 16,1950,M
1507,14 ,Tadashi Yamamoto,JPN ,14.91,,2,Oita,Jun 04,1950,M
1508,14 ,Reino Hiltunen,FIN ,14.91,,1,Vaasa,Jun 11,1950,M
1509,14 ,Hélio Coutinho da Silva,BRA ,14.91,,2,Rio de Janeiro,Sep 24,1950,M
1510,17 ,Pyotr Zlotnikov,URS ,14.90,,2,Kiev,Aug 24,1950,M
1511,18 ,Yasuji Yamada,JPN ,14.87,,3,Matsumoto,Jul 30,1950,M
1512,19 ,Hisao Takahashi,JPN ,14.85,,1,Omuta,Jul 02,1950,M
1513,20 ,Pentti Uusihauta,FIN ,14.82,,1,Seinäjoki,Jun 18,1950,M
1514,20 ,Werner Bodenhagen,FRG ,14.82,,1,Stuttgart,Aug 05,1950,M
1515,22 ,Ian Polmear,AUS ,14.80,,3,Adelaide,Jan 02,1950,M
1516,23 ,Kyotaro Tago,JPN ,14.78,,4,Matsumoto,Jul 30,1950,M
1517,24 ,William Laing,GHA ,14.77,,1,Edinburgh,Jun 03,1950,M
1518,25 ,Luis Alcide Nunes García,POR ,14.76,,1,Lisbon,Aug 05,1950,M
1519,1 ,Adhemar Ferreira da Silva,BRA ,16.01,,1,Rio de Janeiro,Sep 30,1951,M
1520,2 ,Hélio Coutinho da Silva,BRA ,15.99,,1,Rio de Janeiro,Nov 18,1951,M
1521,3 ,Keizo Hasegawa,JPN ,15.48,,1,Fukuoka,Apr 22,1951,M
1522,4 ,Yoshio Iimuro,JPN ,15.45,,1,Nagoya,Aug 2,1951,M
1523,5 ,Reino Hiltunen,FIN ,15.24,,1,Vaasa,Jun 17,1951,M
1524,6 ,Leonid Shcherbakov,URS ,15.23,,1,Minsk,Aug 30,1951,M
1525,7 ,Pentti Uusihauta,FIN ,15.13,,1,Laihia,Jul 15,1951,M
1526,8 ,Akira Nishimura,JPN ,15.09,,3,Tokyo,Jul 16,1951,M
1527,9 ,Jun Nakajama,JPN ,15.08,,1,Tokyo,Apr 29,1951,M
1528,10 ,Kichigoro Fujihashi,JPN ,15.07,,,Tokyo,Jun 3,1951,M
1529,11 ,Hide Kawamata,JPN ,15.04,,,Takasaki,Jun 10,1951,M
1530,12 ,Takashi Aso,JPN ,15.01,,,Tokyo,Jul 16,1951,M
1531,13 ,Peter Cox,AUS ,15.00,,1,Melbourne,Mar 10,1951,M
1532,13 ,Arnoldo Devonish,VEN ,15.00,,1,Caracas,Dec 09,1951,M
1533,15 ,Willi Burgard,SAA ,14.91,,1,Colombes,Jul 08,1951,M
1534,15 ,Tadashi Yamamoto,JPN ,14.91,,,Hiroshima,Oct 30,1951,M
1535,17 ,Roger Norman,SWE ,14.90,,1,Gimo,Jul 01,1951,M
1536,18 ,Ruhi Sarialp,TUR ,14.89,,1,Istanbul,Sep 01,1951,M
1537,19 ,Geraldo de Oliveira,BRA ,14.88,,,,,1951,M
1538,20 ,Arne Åhman,SWE ,14.87,,2,Gimo,Jul 01,1951,M
1539,20 ,Zygmunt Weinberg,POL ,14.87,,1,Warsaw,Sep 12,1951,M
1540,20 ,Malic M'Baye,FRA ,14.87,,3,Helsinki,Sep 15,1951,M
1541,23 ,Brian Oliver,AUS ,14.86,,1,Perth,Dec 16,1951,M
1542,24 ,Georg Frister,GDR ,14.84,,1,Berlin,Sep 02,1951,M
1543,25 ,Lennart Moberg,SWE ,14.82,,1,Stockholm,Aug 19,1951,M
1544,1 ,Adhemar Ferreira da Silva,BRA ,16.22,,1,Helsinki,Jul 23,1952,M
1545,2 ,Leonid Shcherbakov,URS ,15.98,,2,Helsinki,Jul 23,1952,M
1546,3 ,Rui Ramos,POR ,15.54,,1,Lisboa,Jun 22,1952,M
1547,4 ,Arnoldo Devonish,VEN ,15.52,,3,Helsinki,Jul 23,1952,M
1548,5 ,Yoshio Iimuro,JPN ,15.50,,1,Morioka,Oct 12,1952,M
1549,6 ,Walter Ashbaugh,USA ,15.39,,4,Helsinki,Jul 23,1952,M
1550,7 ,George Shaw,USA ,15.38,,1,Los Angeles,Jun 28,1952,M
1551,8 ,Noriaki Sagawa,JPN ,15.36,,2,Gifu,Oct 5,1952,M
1552,9 ,Boris Zambrimborts,URS ,15.24,,,,,1952,M
1553,10 ,Teruji Kogake,JPN ,15.16,,3,Gifu,Oct 05,1952,M
1554,11 ,James Gerhardt,USA ,15.13,,2,Los Angeles,Jun 28,1952,M
1555,11 ,Rune Nilsen,NOR ,15.13,,5,Helsinki,Jul 23,1952,M
1556,13 ,Keizo Hasegawa,JPN ,15.12,,1,Stockholm,Jul 11,1952,M
1557,14 ,Geraldo de Oliveira,BRA ,15.11,,2,Buenos Aires,May 10,1952,M
1558,15 ,Arne Åhman,SWE ,15.08,,1,Düsseldorf,Sep 14,1952,M
1559,16 ,Yong-Kee Choi,KOR ,15.07,,1,,,1952,M
1560,17 ,Zygmunt Weinberg,POL ,15.06,,1,Kracow,May 18,1952,M
1561,17 ,Reino Hiltunen,FIN ,15.06,,1,Helsinki,Jul 04,1952,M
1562,19 ,Tadashi Yamamoto,JPN ,15.03,,2,Yokohama,Jun 01,1952,M
1563,20 ,Malic M'Baye,FRA ,15.02,,1,Colombes,Aug 23,1952,M
1564,21 ,Roger Norman,SWE ,15.01,,2,Stockholm,Jul 11,1952,M
1565,22 ,James Webb,USA ,15.00,,1,"Harrisburg, PA",Jun 07,1952,M
1566,22 ,Ruhi Sarialp,TUR ,15.00,,1,Istanbul,Aug 23,1952,M
1567,24 ,Preben Larsen,DEN ,14.98,,1,Kobenhavn,Jun 29,1952,M
1568,25 ,Pentti Uusihauta,FIN ,14.97,,1,Pori,Sep 05,1952,M
1569,1 ,Leonid Shcherbakov,URS ,16.23,,1,Moscow,Jul 19,1953,M
1570,2 ,Adhemar Ferreira da Silva,BRA ,15.92,,1,Dortmund,Aug 13,1953,M
1571,3 ,Noriaki Sagawa,JPN ,15.35,,1,Takamatsu,Oct 24,1953,M
1572,4 ,Elles West,RSA ,15.34,,1,Salisbury,Apr 6,1953,M
1573,5 ,Brian Oliver,AUS ,15.29,,1,Perth,Jan 26,1953,M
1574,6 ,Yoshio Iimuro,JPN ,15.21,,2,Tokyo,Nov 3,1953,M
1575,7 ,Kevin Salt,AUS ,15.19,,2,Perth,Jan 10,1953,M
1576,7 ,Tadashi Yamamoto,JPN ,15.19,,2,Suzuka,May 24,1953,M
1577,9 ,Roger Norman,SWE ,15.15,,1,Budapest,Sep 12,1953,M
1578,10 ,Sten Eriksson,SWE ,15.14,,1,Härnösand,Sep 4,1953,M
1579,11 ,Martin Rehak,TCH ,15.13,,1,Brno,Sep 20,1953,M
1580,12 ,Tapio Lehto,FIN ,15.07,,1,Helsinki,Sep 06,1953,M
1581,12 ,Valentin Dementyev,URS ,15.07,,1,Nalchik,Oct,1953,M
1582,14 ,Akira Nishimura,JPN ,15.00,,,Saarbrücken,Sep 02,1953,M
1583,15 ,Antal Puskas,HUN ,14.99,,3,Budapest,Sep 12,1953,M
1584,16 ,Zygmunt Weinberg,POL ,14.97,,1,Warsaw,Sep 05,1953,M
1585,16 ,Arsentiy Tyerkel,URS ,14.97,,,,,1953,M
1586,18 ,Malic M'Baye,FRA ,14.96,,1,Colombes,Jul 18,1953,M
1587,19 ,Renato do Nascimento,BRA ,14.95,,2,Santiago,Apr 23,1953,M
1588,20 ,Boris Zambrimborts,URS ,14.94,,,,,1953,M
1589,21 ,Jerzy Gizelewski,POL ,14.92,,2,Warsaw,Sep 05,1953,M
1590,21 ,Kazuo Tamae,JPN ,14.92,,,Takamatsu,Oct 24,1953,M
1591,23 ,Nikola Dagorov,BUL ,14.91,,,Sofia,Apr 26,1953,M
1592,23 ,Arnis Bute,URS ,14.91,,2,Moscow,Aug 26,1953,M
1593,25 ,Georg Frister,GDR ,14.90,,3,Bucharest,Aug 05,1953,M
1594,25 ,Masayuki Oguchi,JPN ,14.90,,4,Tokyo,Oct 11,1953,M
1595,1 ,Adhemar Ferreira da Silva,BRA ,16.22,,1,Sao Paulo,Apr 21,1954,M
1596,2 ,Leonid Shcherbakov,URS ,16.08,,1,Kiev,Sep 16,1954,M
1597,3 ,Valentin Dementyev,URS ,15.63,,2,Kiev,Sep 16,1954,M
1598,4 ,Konstantin Samokhvalov,URS ,15.50,,1,Odessa,Oct,1954,M
1599,5 ,Jorgely dos Santos Figueira,BRA ,15.48,,2,Sao Paulo,Feb 21,1954,M
1600,5 ,Martin Rehak,TCH ,15.48,,1,Prague,Oct 1,1954,M
1601,7 ,Teruji Kogake,JPN ,15.43,,1,Osaka,Oct 17,1954,M
1602,8 ,Konstantin Tsigankov,URS ,15.39,,3,Kiev,Sep 16,1954,M
1603,9 ,Tapio Lehto,FIN ,15.36,,1,Budapest,Oct 2,1954,M
1604,10 ,Arnis Bute,URS ,15.34,,4,Kiev,Sep 16,1954,M
1605,11 ,Brian Oliver,AUS ,15.33,,1,Sydney,Apr 01,1954,M
1606,12 ,Istvan Bolyki,HUN ,15.32,,2,Budapest,Oct 02,1954,M
1607,13 ,Roger Norman,SWE ,15.31,,1,Skärplinge,Sep 19,1954,M
